country,year,sex,age,population,suicides/100k pop,HDI for year,gdp_per_capita ($),generation
Mexico,2013,male,75+,medium_population,medium_suicides,low_hdi,medium_gdp,Silent
Mexico,2013,male,25-34,high_population,medium_suicides,low_hdi,medium_gdp,Millenials
Mexico,2013,male,15-24,high_population,medium_suicides,low_hdi,medium_gdp,Millenials
Mexico,2013,male,35-54,high_population,medium_suicides,low_hdi,medium_gdp,Generation X
Mexico,2013,male,55-74,high_population,medium_suicides,low_hdi,medium_gdp,Boomers
Mexico,2013,female,15-24,high_population,medium_suicides,low_hdi,medium_gdp,Millenials
Mexico,2013,female,25-34,high_population,medium_suicides,low_hdi,medium_gdp,Millenials
Mexico,2013,female,35-54,high_population,medium_suicides,low_hdi,medium_gdp,Generation X
Mexico,2013,female,55-74,high_population,medium_suicides,low_hdi,medium_gdp,Boomers
Mexico,2013,female,75+,high_population,low_suicides,low_hdi,medium_gdp,Silent
Mexico,2013,male,5-14,high_population,low_suicides,low_hdi,medium_gdp,Generation Z
Mexico,2013,female,5-14,high_population,low_suicides,low_hdi,medium_gdp,Generation Z
Mexico,2014,male,75+,medium_population,medium_suicides,low_hdi,medium_gdp,Silent
Mexico,2014,male,15-24,high_population,medium_suicides,low_hdi,medium_gdp,Millenials
Mexico,2014,male,25-34,high_population,medium_suicides,low_hdi,medium_gdp,Millenials
Mexico,2014,male,35-54,high_population,medium_suicides,low_hdi,medium_gdp,Generation X
Mexico,2014,male,55-74,high_population,medium_suicides,low_hdi,medium_gdp,Boomers
Mexico,2014,female,15-24,high_population,medium_suicides,low_hdi,medium_gdp,Millenials
Mexico,2014,female,25-34,high_population,medium_suicides,low_hdi,medium_gdp,Millenials
Mexico,2014,female,35-54,high_population,medium_suicides,low_hdi,medium_gdp,Generation X
Mexico,2014,female,55-74,high_population,medium_suicides,low_hdi,medium_gdp,Boomers
Mexico,2014,male,5-14,high_population,medium_suicides,low_hdi,medium_gdp,Generation Z
Mexico,2014,female,5-14,high_population,medium_suicides,low_hdi,medium_gdp,Generation Z
Mexico,2014,female,75+,high_population,low_suicides,low_hdi,medium_gdp,Silent
Mexico,2015,male,25-34,high_population,medium_suicides,low_hdi,medium_gdp,Millenials
Mexico,2015,male,15-24,high_population,medium_suicides,low_hdi,medium_gdp,Millenials
Mexico,2015,male,75+,medium_population,medium_suicides,low_hdi,medium_gdp,Silent
Mexico,2015,male,35-54,high_population,medium_suicides,low_hdi,medium_gdp,Generation X
Mexico,2015,male,55-74,high_population,medium_suicides,low_hdi,medium_gdp,Boomers
Mexico,2015,female,15-24,high_population,medium_suicides,low_hdi,medium_gdp,Millenials
Mexico,2015,female,25-34,high_population,medium_suicides,low_hdi,medium_gdp,Millenials
Mexico,2015,female,35-54,high_population,medium_suicides,low_hdi,medium_gdp,Generation X
Mexico,2015,female,55-74,high_population,medium_suicides,low_hdi,medium_gdp,Boomers
Mexico,2015,male,5-14,high_population,medium_suicides,low_hdi,medium_gdp,Generation Z
Mexico,2015,female,5-14,high_population,low_suicides,low_hdi,medium_gdp,Generation Z
Mexico,2015,female,75+,high_population,low_suicides,low_hdi,medium_gdp,Silent
Mongolia,2016,male,25-34,medium_population,high_suicides,low_hdi,medium_gdp,Millenials
