country,year,sex,age,population,suicides/100k pop,HDI for year,gdp_per_capita ($),generation
Kiribati,1995,female,35-54,low_population,low_suicides,low_hdi,low_gdp,Boomers
Kiribati,1995,female,5-14,low_population,low_suicides,low_hdi,low_gdp,Millenials
Kiribati,1995,female,55-74,low_population,low_suicides,low_hdi,low_gdp,Silent
Kiribati,1995,female,75+,low_population,low_suicides,low_hdi,low_gdp,G.I. Generation
Kiribati,1995,male,25-34,low_population,low_suicides,low_hdi,low_gdp,Generation X
Kiribati,1995,male,35-54,low_population,low_suicides,low_hdi,low_gdp,Boomers
Kiribati,1995,male,5-14,low_population,low_suicides,low_hdi,low_gdp,Millenials
Kiribati,1995,male,75+,low_population,low_suicides,low_hdi,low_gdp,G.I. Generation
Kiribati,1996,male,5-14,low_population,high_suicides,low_hdi,low_gdp,Millenials
Kiribati,1996,female,25-34,low_population,medium_suicides,low_hdi,low_gdp,Generation X
Kiribati,1996,female,15-24,low_population,medium_suicides,low_hdi,low_gdp,Generation X
Kiribati,1996,male,15-24,low_population,medium_suicides,low_hdi,low_gdp,Generation X
Kiribati,1996,female,35-54,low_population,medium_suicides,low_hdi,low_gdp,Boomers
Kiribati,1996,female,5-14,low_population,low_suicides,low_hdi,low_gdp,Millenials
Kiribati,1996,female,55-74,low_population,low_suicides,low_hdi,low_gdp,Silent
Kiribati,1996,female,75+,low_population,low_suicides,low_hdi,low_gdp,G.I. Generation
Kiribati,1996,male,25-34,low_population,low_suicides,low_hdi,low_gdp,Generation X
Kiribati,1996,male,35-54,low_population,low_suicides,low_hdi,low_gdp,Boomers
Kiribati,1996,male,55-74,low_population,low_suicides,low_hdi,low_gdp,Silent
Kiribati,1996,male,75+,low_population,low_suicides,low_hdi,low_gdp,G.I. Generation
Kiribati,1997,male,25-34,low_population,high_suicides,low_hdi,low_gdp,Generation X
Kiribati,1997,male,15-24,low_population,high_suicides,low_hdi,low_gdp,Generation X
Kiribati,1997,male,35-54,low_population,medium_suicides,low_hdi,low_gdp,Boomers
Kiribati,1997,female,15-24,low_population,low_suicides,low_hdi,low_gdp,Generation X
Kiribati,1997,female,25-34,low_population,low_suicides,low_hdi,low_gdp,Generation X
Kiribati,1997,female,35-54,low_population,low_suicides,low_hdi,low_gdp,Boomers
Kiribati,1997,female,5-14,low_population,low_suicides,low_hdi,low_gdp,Millenials
Kiribati,1997,female,55-74,low_population,low_suicides,low_hdi,low_gdp,Silent
Kiribati,1997,female,75+,low_population,low_suicides,low_hdi,low_gdp,G.I. Generation
Kiribati,1997,male,5-14,low_population,low_suicides,low_hdi,low_gdp,Millenials
Kiribati,1997,male,55-74,low_population,low_suicides,low_hdi,low_gdp,Silent
Kiribati,1997,male,75+,low_population,low_suicides,low_hdi,low_gdp,G.I. Generation
Kiribati,1998,male,15-24,low_population,high_suicides,low_hdi,low_gdp,Generation X
Kiribati,1998,male,35-54,low_population,medium_suicides,low_hdi,low_gdp,Boomers
Kiribati,1998,male,5-14,low_population,medium_suicides,low_hdi,low_gdp,Millenials
Kiribati,1998,female,15-24,low_population,low_suicides,low_hdi,low_gdp,Generation X
Kiribati,1998,female,25-34,low_population,low_suicides,low_hdi,low_gdp,Generation X
Kiribati,1998,female,35-54,low_population,low_suicides,low_hdi,low_gdp,Boomers
Kiribati,1998,female,5-14,low_population,low_suicides,low_hdi,low_gdp,Millenials
Kiribati,1998,female,55-74,low_population,low_suicides,low_hdi,low_gdp,Silent
Kiribati,1998,female,75+,low_population,low_suicides,low_hdi,low_gdp,G.I. Generation
Kiribati,1998,male,25-34,low_population,low_suicides,low_hdi,low_gdp,Generation X
Kiribati,1998,male,55-74,low_population,low_suicides,low_hdi,low_gdp,Silent
Kiribati,1998,male,75+,low_population,low_suicides,low_hdi,low_gdp,G.I. Generation
Kiribati,1999,female,15-24,low_population,low_suicides,low_hdi,low_gdp,Generation X
Kiribati,1999,female,25-34,low_population,low_suicides,low_hdi,low_gdp,Generation X
Kiribati,1999,female,35-54,low_population,low_suicides,low_hdi,low_gdp,Boomers
Kiribati,1999,female,5-14,low_population,low_suicides,low_hdi,low_gdp,Millenials
Kiribati,1999,female,55-74,low_population,low_suicides,low_hdi,low_gdp,Silent
Kiribati,1999,female,75+,low_population,low_suicides,low_hdi,low_gdp,G.I. Generation
Kiribati,1999,male,15-24,low_population,low_suicides,low_hdi,low_gdp,Generation X
Kiribati,1999,male,25-34,low_population,low_suicides,low_hdi,low_gdp,Generation X
Kiribati,1999,male,35-54,low_population,low_suicides,low_hdi,low_gdp,Boomers
Kiribati,1999,male,5-14,low_population,low_suicides,low_hdi,low_gdp,Millenials
Kiribati,1999,male,55-74,low_population,low_suicides,low_hdi,low_gdp,Silent
Kiribati,1999,male,75+,low_population,low_suicides,low_hdi,low_gdp,G.I. Generation
Kiribati,2000,female,15-24,low_population,low_suicides,low_hdi,low_gdp,Generation X
Kiribati,2000,female,25-34,low_population,low_suicides,low_hdi,low_gdp,Generation X
Kiribati,2000,female,35-54,low_population,low_suicides,low_hdi,low_gdp,Boomers
Kiribati,2000,female,5-14,low_population,low_suicides,low_hdi,low_gdp,Millenials
Kiribati,2000,female,55-74,low_population,low_suicides,low_hdi,low_gdp,Silent
Kiribati,2000,female,75+,low_population,low_suicides,low_hdi,low_gdp,G.I. Generation
Kiribati,2000,male,15-24,low_population,low_suicides,low_hdi,low_gdp,Generation X
Kiribati,2000,male,25-34,low_population,low_suicides,low_hdi,low_gdp,Generation X
