country,year,sex,age,population,suicides/100k pop,HDI for year,gdp_per_capita ($),generation
Ireland,2013,female,15-24,medium_population,medium_suicides,high_hdi,high_gdp,Millenials
Ireland,2013,female,75+,medium_population,medium_suicides,high_hdi,high_gdp,Silent
Ireland,2013,male,5-14,medium_population,low_suicides,high_hdi,high_gdp,Generation Z
Ireland,2013,female,5-14,medium_population,low_suicides,high_hdi,high_gdp,Generation Z
Ireland,2014,male,35-54,medium_population,high_suicides,high_hdi,high_gdp,Generation X
Ireland,2014,male,25-34,medium_population,high_suicides,high_hdi,high_gdp,Millenials
Ireland,2014,male,15-24,medium_population,high_suicides,high_hdi,high_gdp,Millenials
Ireland,2014,male,55-74,medium_population,high_suicides,high_hdi,high_gdp,Boomers
Ireland,2014,male,75+,medium_population,medium_suicides,high_hdi,high_gdp,Silent
Ireland,2014,female,35-54,medium_population,medium_suicides,high_hdi,high_gdp,Generation X
Ireland,2014,female,25-34,medium_population,medium_suicides,high_hdi,high_gdp,Millenials
Ireland,2014,female,15-24,medium_population,medium_suicides,high_hdi,high_gdp,Millenials
Ireland,2014,female,55-74,medium_population,medium_suicides,high_hdi,high_gdp,Boomers
Ireland,2014,female,75+,medium_population,medium_suicides,high_hdi,high_gdp,Silent
Ireland,2014,male,5-14,medium_population,low_suicides,high_hdi,high_gdp,Generation Z
Ireland,2014,female,5-14,medium_population,low_suicides,high_hdi,high_gdp,Generation Z
Israel,1985,male,75+,low_population,high_suicides,low_hdi,medium_gdp,G.I. Generation
Israel,1985,male,55-74,medium_population,high_suicides,low_hdi,medium_gdp,G.I. Generation
Israel,1985,female,75+,low_population,medium_suicides,low_hdi,medium_gdp,G.I. Generation
Israel,1985,male,35-54,medium_population,medium_suicides,low_hdi,medium_gdp,Silent
Israel,1985,female,55-74,medium_population,medium_suicides,low_hdi,medium_gdp,G.I. Generation
Israel,1985,male,25-34,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Israel,1985,male,15-24,medium_population,medium_suicides,low_hdi,medium_gdp,Generation X
Israel,1985,female,35-54,medium_population,medium_suicides,low_hdi,medium_gdp,Silent
Israel,1985,female,25-34,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Israel,1985,female,15-24,medium_population,medium_suicides,low_hdi,medium_gdp,Generation X
Israel,1985,female,5-14,medium_population,low_suicides,low_hdi,medium_gdp,Generation X
Israel,1985,male,5-14,medium_population,low_suicides,low_hdi,medium_gdp,Generation X
Israel,1986,male,75+,low_population,high_suicides,low_hdi,medium_gdp,G.I. Generation
Israel,1986,male,55-74,medium_population,high_suicides,low_hdi,medium_gdp,G.I. Generation
Israel,1986,female,75+,low_population,high_suicides,low_hdi,medium_gdp,G.I. Generation
Israel,1986,male,35-54,medium_population,medium_suicides,low_hdi,medium_gdp,Silent
Israel,1986,female,55-74,medium_population,medium_suicides,low_hdi,medium_gdp,G.I. Generation
Israel,1986,male,25-34,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Israel,1986,male,15-24,medium_population,medium_suicides,low_hdi,medium_gdp,Generation X
Israel,1986,female,35-54,medium_population,medium_suicides,low_hdi,medium_gdp,Silent
Israel,1986,female,15-24,medium_population,medium_suicides,low_hdi,medium_gdp,Generation X
Israel,1986,female,25-34,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Israel,1986,male,5-14,medium_population,low_suicides,low_hdi,medium_gdp,Generation X
Israel,1986,female,5-14,medium_population,low_suicides,low_hdi,medium_gdp,Generation X
Israel,1987,male,75+,low_population,high_suicides,low_hdi,medium_gdp,G.I. Generation
Israel,1987,male,55-74,medium_population,high_suicides,low_hdi,medium_gdp,G.I. Generation
Israel,1987,female,75+,low_population,high_suicides,low_hdi,medium_gdp,G.I. Generation
Israel,1987,male,35-54,medium_population,medium_suicides,low_hdi,medium_gdp,Silent
Israel,1987,male,25-34,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Israel,1987,female,55-74,medium_population,medium_suicides,low_hdi,medium_gdp,G.I. Generation
Israel,1987,male,15-24,medium_population,medium_suicides,low_hdi,medium_gdp,Generation X
Israel,1987,female,25-34,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Israel,1987,female,35-54,medium_population,medium_suicides,low_hdi,medium_gdp,Silent
Israel,1987,female,15-24,medium_population,medium_suicides,low_hdi,medium_gdp,Generation X
Israel,1987,female,5-14,medium_population,low_suicides,low_hdi,medium_gdp,Generation X
Israel,1987,male,5-14,medium_population,low_suicides,low_hdi,medium_gdp,Generation X
Israel,1988,male,75+,low_population,high_suicides,low_hdi,medium_gdp,G.I. Generation
Israel,1988,male,55-74,medium_population,high_suicides,low_hdi,medium_gdp,G.I. Generation
Israel,1988,female,75+,low_population,medium_suicides,low_hdi,medium_gdp,G.I. Generation
Israel,1988,male,35-54,medium_population,medium_suicides,low_hdi,medium_gdp,Silent
Israel,1988,male,25-34,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Israel,1988,female,55-74,medium_population,medium_suicides,low_hdi,medium_gdp,G.I. Generation
Israel,1988,male,15-24,medium_population,medium_suicides,low_hdi,medium_gdp,Generation X
Israel,1988,female,35-54,medium_population,medium_suicides,low_hdi,medium_gdp,Silent
Israel,1988,female,25-34,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Israel,1988,female,15-24,medium_population,medium_suicides,low_hdi,medium_gdp,Generation X
Israel,1988,male,5-14,medium_population,low_suicides,low_hdi,medium_gdp,Generation X
Israel,1988,female,5-14,medium_population,low_suicides,low_hdi,medium_gdp,Generation X
Israel,1989,male,75+,low_population,high_suicides,low_hdi,medium_gdp,G.I. Generation
Israel,1989,male,55-74,medium_population,high_suicides,low_hdi,medium_gdp,G.I. Generation
Israel,1989,female,75+,low_population,high_suicides,low_hdi,medium_gdp,G.I. Generation
Israel,1989,male,35-54,medium_population,medium_suicides,low_hdi,medium_gdp,Silent
Israel,1989,male,25-34,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Israel,1989,female,55-74,medium_population,medium_suicides,low_hdi,medium_gdp,G.I. Generation
Israel,1989,male,15-24,medium_population,medium_suicides,low_hdi,medium_gdp,Generation X
Israel,1989,female,25-34,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Israel,1989,female,15-24,medium_population,medium_suicides,low_hdi,medium_gdp,Generation X
Israel,1989,female,35-54,medium_population,medium_suicides,low_hdi,medium_gdp,Silent
Israel,1989,male,5-14,medium_population,low_suicides,low_hdi,medium_gdp,Generation X
Israel,1989,female,5-14,medium_population,low_suicides,low_hdi,medium_gdp,Generation X
Israel,1990,male,75+,low_population,high_suicides,high_hdi,medium_gdp,G.I. Generation
Israel,1990,male,55-74,medium_population,high_suicides,high_hdi,medium_gdp,G.I. Generation
Israel,1990,male,25-34,medium_population,medium_suicides,high_hdi,medium_gdp,Boomers
Israel,1990,male,35-54,medium_population,medium_suicides,high_hdi,medium_gdp,Silent
Israel,1990,female,75+,medium_population,medium_suicides,high_hdi,medium_gdp,G.I. Generation
Israel,1990,female,55-74,medium_population,medium_suicides,high_hdi,medium_gdp,G.I. Generation
Israel,1990,male,15-24,medium_population,medium_suicides,high_hdi,medium_gdp,Generation X
Israel,1990,female,35-54,medium_population,medium_suicides,high_hdi,medium_gdp,Silent
Israel,1990,female,25-34,medium_population,medium_suicides,high_hdi,medium_gdp,Boomers
Israel,1990,female,15-24,medium_population,medium_suicides,high_hdi,medium_gdp,Generation X
Israel,1990,male,5-14,medium_population,low_suicides,high_hdi,medium_gdp,Generation X
Israel,1990,female,5-14,medium_population,low_suicides,high_hdi,medium_gdp,Generation X
Israel,1991,male,75+,low_population,high_suicides,low_hdi,medium_gdp,G.I. Generation
Israel,1991,male,55-74,medium_population,high_suicides,low_hdi,medium_gdp,Silent
Israel,1991,female,75+,medium_population,high_suicides,low_hdi,medium_gdp,G.I. Generation
Israel,1991,male,35-54,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Israel,1991,male,25-34,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Israel,1991,male,15-24,medium_population,medium_suicides,low_hdi,medium_gdp,Generation X
Israel,1991,female,55-74,medium_population,medium_suicides,low_hdi,medium_gdp,Silent
Israel,1991,female,35-54,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Israel,1991,female,25-34,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Israel,1991,female,15-24,medium_population,medium_suicides,low_hdi,medium_gdp,Generation X
Israel,1991,male,5-14,medium_population,low_suicides,low_hdi,medium_gdp,Millenials
