country,year,sex,age,population,suicides/100k pop,HDI for year,gdp_per_capita ($),generation
Italy,1994,female,75+,high_population,medium_suicides,low_hdi,medium_gdp,G.I. Generation
Italy,1994,male,15-24,high_population,medium_suicides,low_hdi,medium_gdp,Generation X
Italy,1994,female,55-74,high_population,medium_suicides,low_hdi,medium_gdp,Silent
Italy,1994,female,35-54,high_population,medium_suicides,low_hdi,medium_gdp,Boomers
Italy,1994,female,25-34,high_population,medium_suicides,low_hdi,medium_gdp,Boomers
Italy,1994,female,15-24,high_population,medium_suicides,low_hdi,medium_gdp,Generation X
Italy,1994,male,5-14,high_population,low_suicides,low_hdi,medium_gdp,Millenials
Italy,1994,female,5-14,high_population,low_suicides,low_hdi,medium_gdp,Millenials
Italy,1995,male,75+,medium_population,high_suicides,high_hdi,medium_gdp,G.I. Generation
Italy,1995,male,55-74,high_population,high_suicides,high_hdi,medium_gdp,Silent
Italy,1995,male,35-54,high_population,medium_suicides,high_hdi,medium_gdp,Boomers
Italy,1995,male,25-34,high_population,medium_suicides,high_hdi,medium_gdp,Generation X
Italy,1995,female,75+,high_population,medium_suicides,high_hdi,medium_gdp,G.I. Generation
Italy,1995,male,15-24,high_population,medium_suicides,high_hdi,medium_gdp,Generation X
Italy,1995,female,55-74,high_population,medium_suicides,high_hdi,medium_gdp,Silent
Italy,1995,female,35-54,high_population,medium_suicides,high_hdi,medium_gdp,Boomers
Italy,1995,female,25-34,high_population,medium_suicides,high_hdi,medium_gdp,Generation X
Italy,1995,female,15-24,high_population,medium_suicides,high_hdi,medium_gdp,Generation X
Italy,1995,male,5-14,high_population,low_suicides,high_hdi,medium_gdp,Millenials
Italy,1995,female,5-14,high_population,low_suicides,high_hdi,medium_gdp,Millenials
Italy,1996,male,75+,medium_population,high_suicides,low_hdi,medium_gdp,G.I. Generation
Italy,1996,male,55-74,high_population,high_suicides,low_hdi,medium_gdp,Silent
Italy,1996,male,35-54,high_population,medium_suicides,low_hdi,medium_gdp,Boomers
Italy,1996,male,25-34,high_population,medium_suicides,low_hdi,medium_gdp,Generation X
Italy,1996,female,75+,high_population,medium_suicides,low_hdi,medium_gdp,G.I. Generation
Italy,1996,male,15-24,high_population,medium_suicides,low_hdi,medium_gdp,Generation X
Italy,1996,female,55-74,high_population,medium_suicides,low_hdi,medium_gdp,Silent
Italy,1996,female,35-54,high_population,medium_suicides,low_hdi,medium_gdp,Boomers
Italy,1996,female,25-34,high_population,medium_suicides,low_hdi,medium_gdp,Generation X
Italy,1996,female,15-24,high_population,medium_suicides,low_hdi,medium_gdp,Generation X
Italy,1996,male,5-14,high_population,low_suicides,low_hdi,medium_gdp,Millenials
Italy,1996,female,5-14,high_population,low_suicides,low_hdi,medium_gdp,Millenials
Italy,1997,male,75+,medium_population,high_suicides,low_hdi,medium_gdp,G.I. Generation
Italy,1997,male,55-74,high_population,high_suicides,low_hdi,medium_gdp,Silent
Italy,1997,male,35-54,high_population,medium_suicides,low_hdi,medium_gdp,Boomers
Italy,1997,male,25-34,high_population,medium_suicides,low_hdi,medium_gdp,Generation X
Italy,1997,male,15-24,high_population,medium_suicides,low_hdi,medium_gdp,Generation X
Italy,1997,female,75+,high_population,medium_suicides,low_hdi,medium_gdp,G.I. Generation
Italy,1997,female,55-74,high_population,medium_suicides,low_hdi,medium_gdp,Silent
Italy,1997,female,35-54,high_population,medium_suicides,low_hdi,medium_gdp,Boomers
Italy,1997,female,25-34,high_population,medium_suicides,low_hdi,medium_gdp,Generation X
Italy,1997,female,15-24,high_population,medium_suicides,low_hdi,medium_gdp,Generation X
Italy,1997,female,5-14,high_population,low_suicides,low_hdi,medium_gdp,Millenials
Italy,1997,male,5-14,high_population,low_suicides,low_hdi,medium_gdp,Millenials
Italy,1998,male,75+,high_population,high_suicides,low_hdi,medium_gdp,G.I. Generation
Italy,1998,male,55-74,high_population,high_suicides,low_hdi,medium_gdp,Silent
Italy,1998,male,25-34,high_population,medium_suicides,low_hdi,medium_gdp,Generation X
Italy,1998,male,35-54,high_population,medium_suicides,low_hdi,medium_gdp,Boomers
Italy,1998,male,15-24,high_population,medium_suicides,low_hdi,medium_gdp,Generation X
Italy,1998,female,75+,high_population,medium_suicides,low_hdi,medium_gdp,G.I. Generation
Italy,1998,female,55-74,high_population,medium_suicides,low_hdi,medium_gdp,Silent
Italy,1998,female,35-54,high_population,medium_suicides,low_hdi,medium_gdp,Boomers
Italy,1998,female,25-34,high_population,medium_suicides,low_hdi,medium_gdp,Generation X
Italy,1998,female,15-24,high_population,medium_suicides,low_hdi,medium_gdp,Generation X
Italy,1998,male,5-14,high_population,low_suicides,low_hdi,medium_gdp,Millenials
Italy,1998,female,5-14,high_population,low_suicides,low_hdi,medium_gdp,Millenials
Italy,1999,male,75+,high_population,high_suicides,low_hdi,medium_gdp,G.I. Generation
Italy,1999,male,55-74,high_population,high_suicides,low_hdi,medium_gdp,Silent
Italy,1999,male,35-54,high_population,medium_suicides,low_hdi,medium_gdp,Boomers
Italy,1999,male,25-34,high_population,medium_suicides,low_hdi,medium_gdp,Generation X
Italy,1999,male,15-24,high_population,medium_suicides,low_hdi,medium_gdp,Generation X
Italy,1999,female,75+,high_population,medium_suicides,low_hdi,medium_gdp,G.I. Generation
Italy,1999,female,55-74,high_population,medium_suicides,low_hdi,medium_gdp,Silent
Italy,1999,female,35-54,high_population,medium_suicides,low_hdi,medium_gdp,Boomers
Italy,1999,female,25-34,high_population,medium_suicides,low_hdi,medium_gdp,Generation X
Italy,1999,female,15-24,high_population,medium_suicides,low_hdi,medium_gdp,Generation X
Italy,1999,female,5-14,high_population,low_suicides,low_hdi,medium_gdp,Millenials
Italy,1999,male,5-14,high_population,low_suicides,low_hdi,medium_gdp,Millenials
Italy,2000,male,75+,high_population,high_suicides,high_hdi,medium_gdp,G.I. Generation
Italy,2000,male,55-74,high_population,medium_suicides,high_hdi,medium_gdp,Silent
Italy,2000,male,35-54,high_population,medium_suicides,high_hdi,medium_gdp,Boomers
Italy,2000,male,25-34,high_population,medium_suicides,high_hdi,medium_gdp,Generation X
Italy,2000,female,75+,high_population,medium_suicides,high_hdi,medium_gdp,G.I. Generation
Italy,2000,male,15-24,high_population,medium_suicides,high_hdi,medium_gdp,Generation X
Italy,2000,female,55-74,high_population,medium_suicides,high_hdi,medium_gdp,Silent
Italy,2000,female,35-54,high_population,medium_suicides,high_hdi,medium_gdp,Boomers
Italy,2000,female,25-34,high_population,medium_suicides,high_hdi,medium_gdp,Generation X
Italy,2000,female,15-24,high_population,medium_suicides,high_hdi,medium_gdp,Generation X
Italy,2000,male,5-14,high_population,low_suicides,high_hdi,medium_gdp,Millenials
Italy,2000,female,5-14,high_population,low_suicides,high_hdi,medium_gdp,Millenials
Italy,2001,male,75+,high_population,high_suicides,low_hdi,medium_gdp,Silent
Italy,2001,male,55-74,high_population,medium_suicides,low_hdi,medium_gdp,Silent
Italy,2001,male,35-54,high_population,medium_suicides,low_hdi,medium_gdp,Boomers
Italy,2001,male,25-34,high_population,medium_suicides,low_hdi,medium_gdp,Generation X
Italy,2001,male,15-24,high_population,medium_suicides,low_hdi,medium_gdp,Millenials
Italy,2001,female,75+,high_population,medium_suicides,low_hdi,medium_gdp,Silent
Italy,2001,female,55-74,high_population,medium_suicides,low_hdi,medium_gdp,Silent
Italy,2001,female,35-54,high_population,medium_suicides,low_hdi,medium_gdp,Boomers
Italy,2001,female,25-34,high_population,medium_suicides,low_hdi,medium_gdp,Generation X
Italy,2001,female,15-24,high_population,medium_suicides,low_hdi,medium_gdp,Millenials
Italy,2001,male,5-14,high_population,low_suicides,low_hdi,medium_gdp,Millenials
Italy,2001,female,5-14,high_population,low_suicides,low_hdi,medium_gdp,Millenials
Italy,2002,male,75+,high_population,high_suicides,low_hdi,medium_gdp,Silent
Italy,2002,male,55-74,high_population,medium_suicides,low_hdi,medium_gdp,Silent
Italy,2002,male,35-54,high_population,medium_suicides,low_hdi,medium_gdp,Boomers
Italy,2002,male,25-34,high_population,medium_suicides,low_hdi,medium_gdp,Generation X
Italy,2002,male,15-24,high_population,medium_suicides,low_hdi,medium_gdp,Millenials
Italy,2002,female,75+,high_population,medium_suicides,low_hdi,medium_gdp,Silent
Italy,2002,female,55-74,high_population,medium_suicides,low_hdi,medium_gdp,Silent
Italy,2002,female,35-54,high_population,medium_suicides,low_hdi,medium_gdp,Boomers
