country,year,sex,age,population,suicides/100k pop,HDI for year,gdp_per_capita ($),generation
Poland,1992,female,25-34,high_population,medium_suicides,low_hdi,low_gdp,Boomers
Poland,1992,female,15-24,high_population,medium_suicides,low_hdi,low_gdp,Generation X
Poland,1992,male,5-14,high_population,medium_suicides,low_hdi,low_gdp,Millenials
Poland,1992,female,5-14,high_population,low_suicides,low_hdi,low_gdp,Millenials
Poland,1993,male,35-54,high_population,high_suicides,low_hdi,low_gdp,Boomers
Poland,1993,male,55-74,high_population,high_suicides,low_hdi,low_gdp,Silent
Poland,1993,male,75+,medium_population,high_suicides,low_hdi,low_gdp,G.I. Generation
Poland,1993,male,25-34,high_population,high_suicides,low_hdi,low_gdp,Boomers
Poland,1993,male,15-24,high_population,medium_suicides,low_hdi,low_gdp,Generation X
Poland,1993,female,55-74,high_population,medium_suicides,low_hdi,low_gdp,Silent
Poland,1993,female,35-54,high_population,medium_suicides,low_hdi,low_gdp,Boomers
Poland,1993,female,75+,medium_population,medium_suicides,low_hdi,low_gdp,G.I. Generation
Poland,1993,female,25-34,high_population,medium_suicides,low_hdi,low_gdp,Boomers
Poland,1993,female,15-24,high_population,medium_suicides,low_hdi,low_gdp,Generation X
Poland,1993,male,5-14,high_population,medium_suicides,low_hdi,low_gdp,Millenials
Poland,1993,female,5-14,high_population,low_suicides,low_hdi,low_gdp,Millenials
Poland,1994,male,35-54,high_population,high_suicides,low_hdi,low_gdp,Boomers
Poland,1994,male,75+,medium_population,high_suicides,low_hdi,low_gdp,G.I. Generation
Poland,1994,male,55-74,high_population,high_suicides,low_hdi,low_gdp,Silent
Poland,1994,male,25-34,high_population,high_suicides,low_hdi,low_gdp,Boomers
Poland,1994,male,15-24,high_population,high_suicides,low_hdi,low_gdp,Generation X
Poland,1994,female,55-74,high_population,medium_suicides,low_hdi,low_gdp,Silent
Poland,1994,female,35-54,high_population,medium_suicides,low_hdi,low_gdp,Boomers
Poland,1994,female,75+,medium_population,medium_suicides,low_hdi,low_gdp,G.I. Generation
Poland,1994,female,25-34,high_population,medium_suicides,low_hdi,low_gdp,Boomers
Poland,1994,female,15-24,high_population,medium_suicides,low_hdi,low_gdp,Generation X
Poland,1994,male,5-14,high_population,medium_suicides,low_hdi,low_gdp,Millenials
Poland,1994,female,5-14,high_population,low_suicides,low_hdi,low_gdp,Millenials
Poland,1995,male,35-54,high_population,high_suicides,low_hdi,medium_gdp,Boomers
Poland,1995,male,55-74,high_population,high_suicides,low_hdi,medium_gdp,Silent
Poland,1995,male,75+,medium_population,high_suicides,low_hdi,medium_gdp,G.I. Generation
Poland,1995,male,25-34,high_population,high_suicides,low_hdi,medium_gdp,Generation X
Poland,1995,male,15-24,high_population,medium_suicides,low_hdi,medium_gdp,Generation X
