country,year,sex,age,population,suicides/100k pop,HDI for year,gdp_per_capita ($),generation
Kyrgyzstan,2000,male,55-74,medium_population,high_suicides,low_hdi,low_gdp,Silent
Kyrgyzstan,2000,male,35-54,medium_population,high_suicides,low_hdi,low_gdp,Boomers
Kyrgyzstan,2000,male,75+,low_population,high_suicides,low_hdi,low_gdp,G.I. Generation
Kyrgyzstan,2000,male,25-34,medium_population,high_suicides,low_hdi,low_gdp,Generation X
Kyrgyzstan,2000,female,75+,low_population,high_suicides,low_hdi,low_gdp,G.I. Generation
Kyrgyzstan,2000,male,15-24,medium_population,medium_suicides,low_hdi,low_gdp,Generation X
Kyrgyzstan,2000,female,35-54,medium_population,medium_suicides,low_hdi,low_gdp,Boomers
Kyrgyzstan,2000,female,55-74,medium_population,medium_suicides,low_hdi,low_gdp,Silent
Kyrgyzstan,2000,female,15-24,medium_population,medium_suicides,low_hdi,low_gdp,Generation X
Kyrgyzstan,2000,female,25-34,medium_population,medium_suicides,low_hdi,low_gdp,Generation X
Kyrgyzstan,2000,male,5-14,medium_population,medium_suicides,low_hdi,low_gdp,Millenials
Kyrgyzstan,2000,female,5-14,medium_population,low_suicides,low_hdi,low_gdp,Millenials
Kyrgyzstan,2001,male,75+,low_population,high_suicides,low_hdi,low_gdp,Silent
Kyrgyzstan,2001,male,55-74,medium_population,high_suicides,low_hdi,low_gdp,Silent
Kyrgyzstan,2001,male,35-54,medium_population,high_suicides,low_hdi,low_gdp,Boomers
Kyrgyzstan,2001,male,25-34,medium_population,high_suicides,low_hdi,low_gdp,Generation X
Kyrgyzstan,2001,male,15-24,medium_population,high_suicides,low_hdi,low_gdp,Millenials
Kyrgyzstan,2001,female,75+,low_population,medium_suicides,low_hdi,low_gdp,Silent
Kyrgyzstan,2001,female,55-74,medium_population,medium_suicides,low_hdi,low_gdp,Silent
Kyrgyzstan,2001,female,35-54,medium_population,medium_suicides,low_hdi,low_gdp,Boomers
Kyrgyzstan,2001,male,5-14,medium_population,medium_suicides,low_hdi,low_gdp,Millenials
Kyrgyzstan,2001,female,15-24,medium_population,medium_suicides,low_hdi,low_gdp,Millenials
Kyrgyzstan,2001,female,25-34,medium_population,medium_suicides,low_hdi,low_gdp,Generation X
Kyrgyzstan,2001,female,5-14,medium_population,low_suicides,low_hdi,low_gdp,Millenials
Kyrgyzstan,2002,male,35-54,medium_population,high_suicides,low_hdi,low_gdp,Boomers
Kyrgyzstan,2002,male,55-74,medium_population,high_suicides,low_hdi,low_gdp,Silent
Kyrgyzstan,2002,male,25-34,medium_population,high_suicides,low_hdi,low_gdp,Generation X
Kyrgyzstan,2002,male,75+,low_population,high_suicides,low_hdi,low_gdp,Silent
