country,year,sex,age,population,suicides/100k pop,HDI for year,gdp_per_capita ($),generation
Kuwait,1986,female,75+,low_population,low_suicides,low_hdi,medium_gdp,G.I. Generation
Kuwait,1986,male,5-14,medium_population,low_suicides,low_hdi,medium_gdp,Generation X
Kuwait,1986,male,55-74,low_population,low_suicides,low_hdi,medium_gdp,G.I. Generation
Kuwait,1986,male,75+,low_population,low_suicides,low_hdi,medium_gdp,G.I. Generation
Kuwait,1987,female,55-74,low_population,medium_suicides,low_hdi,medium_gdp,G.I. Generation
Kuwait,1987,male,25-34,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Kuwait,1987,male,35-54,medium_population,medium_suicides,low_hdi,medium_gdp,Silent
Kuwait,1987,female,35-54,medium_population,medium_suicides,low_hdi,medium_gdp,Silent
Kuwait,1987,female,25-34,medium_population,low_suicides,low_hdi,medium_gdp,Boomers
Kuwait,1987,female,15-24,medium_population,low_suicides,low_hdi,medium_gdp,Generation X
Kuwait,1987,male,15-24,medium_population,low_suicides,low_hdi,medium_gdp,Generation X
Kuwait,1987,female,5-14,medium_population,low_suicides,low_hdi,medium_gdp,Generation X
Kuwait,1987,female,75+,low_population,low_suicides,low_hdi,medium_gdp,G.I. Generation
Kuwait,1987,male,5-14,medium_population,low_suicides,low_hdi,medium_gdp,Generation X
Kuwait,1987,male,55-74,low_population,low_suicides,low_hdi,medium_gdp,G.I. Generation
Kuwait,1987,male,75+,low_population,low_suicides,low_hdi,medium_gdp,G.I. Generation
Kuwait,1993,female,25-34,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Kuwait,1993,male,25-34,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Kuwait,1993,male,55-74,low_population,medium_suicides,low_hdi,medium_gdp,Silent
Kuwait,1993,male,35-54,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Kuwait,1993,female,35-54,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Kuwait,1993,male,15-24,medium_population,low_suicides,low_hdi,medium_gdp,Generation X
Kuwait,1993,female,15-24,medium_population,low_suicides,low_hdi,medium_gdp,Generation X
Kuwait,1993,female,5-14,medium_population,low_suicides,low_hdi,medium_gdp,Millenials
Kuwait,1993,female,55-74,low_population,low_suicides,low_hdi,medium_gdp,Silent
Kuwait,1993,female,75+,low_population,low_suicides,low_hdi,medium_gdp,G.I. Generation
Kuwait,1993,male,5-14,medium_population,low_suicides,low_hdi,medium_gdp,Millenials
Kuwait,1993,male,75+,low_population,low_suicides,low_hdi,medium_gdp,G.I. Generation
Kuwait,1994,female,25-34,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Kuwait,1994,female,35-54,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Kuwait,1994,male,25-34,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Kuwait,1994,male,35-54,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Kuwait,1994,male,55-74,low_population,medium_suicides,low_hdi,medium_gdp,Silent
Kuwait,1994,male,15-24,medium_population,medium_suicides,low_hdi,medium_gdp,Generation X
Kuwait,1994,female,15-24,medium_population,low_suicides,low_hdi,medium_gdp,Generation X
Kuwait,1994,female,5-14,medium_population,low_suicides,low_hdi,medium_gdp,Millenials
Kuwait,1994,female,55-74,low_population,low_suicides,low_hdi,medium_gdp,Silent
Kuwait,1994,female,75+,low_population,low_suicides,low_hdi,medium_gdp,G.I. Generation
Kuwait,1994,male,5-14,medium_population,low_suicides,low_hdi,medium_gdp,Millenials
Kuwait,1994,male,75+,low_population,low_suicides,low_hdi,medium_gdp,G.I. Generation
Kuwait,1995,male,15-24,medium_population,medium_suicides,low_hdi,medium_gdp,Generation X
Kuwait,1995,male,25-34,medium_population,medium_suicides,low_hdi,medium_gdp,Generation X
Kuwait,1995,male,35-54,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Kuwait,1995,female,35-54,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Kuwait,1995,female,25-34,medium_population,medium_suicides,low_hdi,medium_gdp,Generation X
Kuwait,1995,female,15-24,medium_population,low_suicides,low_hdi,medium_gdp,Generation X
Kuwait,1995,female,5-14,medium_population,low_suicides,low_hdi,medium_gdp,Millenials
Kuwait,1995,female,55-74,low_population,low_suicides,low_hdi,medium_gdp,Silent
Kuwait,1995,female,75+,low_population,low_suicides,low_hdi,medium_gdp,G.I. Generation
Kuwait,1995,male,5-14,medium_population,low_suicides,low_hdi,medium_gdp,Millenials
Kuwait,1995,male,55-74,low_population,low_suicides,low_hdi,medium_gdp,Silent
Kuwait,1995,male,75+,low_population,low_suicides,low_hdi,medium_gdp,G.I. Generation
Kuwait,1996,female,25-34,medium_population,medium_suicides,low_hdi,medium_gdp,Generation X
Kuwait,1996,male,55-74,low_population,medium_suicides,low_hdi,medium_gdp,Silent
Kuwait,1996,male,25-34,medium_population,medium_suicides,low_hdi,medium_gdp,Generation X
Kuwait,1996,female,15-24,medium_population,medium_suicides,low_hdi,medium_gdp,Generation X
Kuwait,1996,male,35-54,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Kuwait,1996,male,15-24,medium_population,low_suicides,low_hdi,medium_gdp,Generation X
Kuwait,1996,female,35-54,medium_population,low_suicides,low_hdi,medium_gdp,Boomers
Kuwait,1996,female,5-14,medium_population,low_suicides,low_hdi,medium_gdp,Millenials
Kuwait,1996,female,55-74,low_population,low_suicides,low_hdi,medium_gdp,Silent
Kuwait,1996,female,75+,low_population,low_suicides,low_hdi,medium_gdp,G.I. Generation
Kuwait,1996,male,5-14,medium_population,low_suicides,low_hdi,medium_gdp,Millenials
Kuwait,1996,male,75+,low_population,low_suicides,low_hdi,medium_gdp,G.I. Generation
Kuwait,1997,female,25-34,medium_population,medium_suicides,low_hdi,medium_gdp,Generation X
Kuwait,1997,female,15-24,medium_population,medium_suicides,low_hdi,medium_gdp,Generation X
Kuwait,1997,female,35-54,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Kuwait,1997,male,25-34,medium_population,medium_suicides,low_hdi,medium_gdp,Generation X
Kuwait,1997,male,55-74,low_population,medium_suicides,low_hdi,medium_gdp,Silent
Kuwait,1997,male,15-24,medium_population,medium_suicides,low_hdi,medium_gdp,Generation X
Kuwait,1997,male,35-54,medium_population,low_suicides,low_hdi,medium_gdp,Boomers
Kuwait,1997,female,5-14,medium_population,low_suicides,low_hdi,medium_gdp,Millenials
Kuwait,1997,female,55-74,low_population,low_suicides,low_hdi,medium_gdp,Silent
Kuwait,1997,female,75+,low_population,low_suicides,low_hdi,medium_gdp,G.I. Generation
Kuwait,1997,male,5-14,medium_population,low_suicides,low_hdi,medium_gdp,Millenials
Kuwait,1997,male,75+,low_population,low_suicides,low_hdi,medium_gdp,G.I. Generation
Kuwait,1998,female,25-34,medium_population,medium_suicides,low_hdi,medium_gdp,Generation X
Kuwait,1998,female,35-54,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Kuwait,1998,male,25-34,medium_population,medium_suicides,low_hdi,medium_gdp,Generation X
Kuwait,1998,female,15-24,medium_population,medium_suicides,low_hdi,medium_gdp,Generation X
Kuwait,1998,male,35-54,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Kuwait,1998,male,55-74,low_population,medium_suicides,low_hdi,medium_gdp,Silent
Kuwait,1998,male,15-24,medium_population,low_suicides,low_hdi,medium_gdp,Generation X
Kuwait,1998,female,5-14,medium_population,low_suicides,low_hdi,medium_gdp,Millenials
Kuwait,1998,female,55-74,low_population,low_suicides,low_hdi,medium_gdp,Silent
Kuwait,1998,female,75+,low_population,low_suicides,low_hdi,medium_gdp,G.I. Generation
Kuwait,1998,male,5-14,medium_population,low_suicides,low_hdi,medium_gdp,Millenials
Kuwait,1998,male,75+,low_population,low_suicides,low_hdi,medium_gdp,G.I. Generation
Kuwait,1999,male,25-34,medium_population,medium_suicides,low_hdi,medium_gdp,Generation X
Kuwait,1999,female,25-34,medium_population,medium_suicides,low_hdi,medium_gdp,Generation X
Kuwait,1999,male,35-54,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Kuwait,1999,female,35-54,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Kuwait,1999,male,15-24,medium_population,medium_suicides,low_hdi,medium_gdp,Generation X
Kuwait,1999,female,15-24,medium_population,low_suicides,low_hdi,medium_gdp,Generation X
Kuwait,1999,male,5-14,medium_population,low_suicides,low_hdi,medium_gdp,Millenials
Kuwait,1999,female,5-14,medium_population,low_suicides,low_hdi,medium_gdp,Millenials
Kuwait,1999,female,55-74,low_population,low_suicides,low_hdi,medium_gdp,Silent
Kuwait,1999,female,75+,low_population,low_suicides,low_hdi,medium_gdp,G.I. Generation
Kuwait,1999,male,55-74,low_population,low_suicides,low_hdi,medium_gdp,Silent
Kuwait,1999,male,75+,low_population,low_suicides,low_hdi,medium_gdp,G.I. Generation
