country,year,sex,age,population,suicides/100k pop,HDI for year,gdp_per_capita ($),generation
Grenada,1985,female,75+,low_population,low_suicides,low_hdi,low_gdp,G.I. Generation
Grenada,1985,male,15-24,low_population,low_suicides,low_hdi,low_gdp,Generation X
Grenada,1985,male,25-34,low_population,low_suicides,low_hdi,low_gdp,Boomers
Grenada,1985,male,35-54,low_population,low_suicides,low_hdi,low_gdp,Silent
Grenada,1985,male,5-14,low_population,low_suicides,low_hdi,low_gdp,Generation X
Grenada,1985,male,75+,low_population,low_suicides,low_hdi,low_gdp,G.I. Generation
Grenada,1988,male,25-34,low_population,high_suicides,low_hdi,low_gdp,Boomers
Grenada,1988,female,15-24,low_population,medium_suicides,low_hdi,low_gdp,Generation X
Grenada,1988,male,15-24,low_population,medium_suicides,low_hdi,low_gdp,Generation X
Grenada,1988,female,25-34,low_population,low_suicides,low_hdi,low_gdp,Boomers
Grenada,1988,female,35-54,low_population,low_suicides,low_hdi,low_gdp,Silent
Grenada,1988,female,5-14,low_population,low_suicides,low_hdi,low_gdp,Generation X
Grenada,1988,female,55-74,low_population,low_suicides,low_hdi,low_gdp,G.I. Generation
Grenada,1988,female,75+,low_population,low_suicides,low_hdi,low_gdp,G.I. Generation
Grenada,1988,male,35-54,low_population,low_suicides,low_hdi,low_gdp,Silent
Grenada,1988,male,5-14,low_population,low_suicides,low_hdi,low_gdp,Generation X
Grenada,1988,male,55-74,low_population,low_suicides,low_hdi,low_gdp,G.I. Generation
Grenada,1988,male,75+,low_population,low_suicides,low_hdi,low_gdp,G.I. Generation
Grenada,1989,male,25-34,low_population,high_suicides,low_hdi,low_gdp,Boomers
Grenada,1989,male,55-74,low_population,high_suicides,low_hdi,low_gdp,G.I. Generation
Grenada,1989,male,35-54,low_population,medium_suicides,low_hdi,low_gdp,Silent
Grenada,1989,female,15-24,low_population,low_suicides,low_hdi,low_gdp,Generation X
Grenada,1989,female,25-34,low_population,low_suicides,low_hdi,low_gdp,Boomers
Grenada,1989,female,35-54,low_population,low_suicides,low_hdi,low_gdp,Silent
Grenada,1989,female,5-14,low_population,low_suicides,low_hdi,low_gdp,Generation X
Grenada,1989,female,55-74,low_population,low_suicides,low_hdi,low_gdp,G.I. Generation
Grenada,1989,female,75+,low_population,low_suicides,low_hdi,low_gdp,G.I. Generation
Grenada,1989,male,15-24,low_population,low_suicides,low_hdi,low_gdp,Generation X
Grenada,1989,male,5-14,low_population,low_suicides,low_hdi,low_gdp,Generation X
Grenada,1989,male,75+,low_population,low_suicides,low_hdi,low_gdp,G.I. Generation
Grenada,1990,male,35-54,low_population,medium_suicides,low_hdi,low_gdp,Silent
Grenada,1990,male,15-24,low_population,medium_suicides,low_hdi,low_gdp,Generation X
Grenada,1990,female,15-24,low_population,low_suicides,low_hdi,low_gdp,Generation X
Grenada,1990,female,25-34,low_population,low_suicides,low_hdi,low_gdp,Boomers
Grenada,1990,female,35-54,low_population,low_suicides,low_hdi,low_gdp,Silent
Grenada,1990,female,5-14,low_population,low_suicides,low_hdi,low_gdp,Generation X
Grenada,1990,female,55-74,low_population,low_suicides,low_hdi,low_gdp,G.I. Generation
Grenada,1990,female,75+,low_population,low_suicides,low_hdi,low_gdp,G.I. Generation
Grenada,1990,male,25-34,low_population,low_suicides,low_hdi,low_gdp,Boomers
Grenada,1990,male,5-14,low_population,low_suicides,low_hdi,low_gdp,Generation X
Grenada,1990,male,55-74,low_population,low_suicides,low_hdi,low_gdp,G.I. Generation
Grenada,1990,male,75+,low_population,low_suicides,low_hdi,low_gdp,G.I. Generation
Grenada,1991,female,15-24,low_population,low_suicides,low_hdi,medium_gdp,Generation X
Grenada,1991,female,25-34,low_population,low_suicides,low_hdi,medium_gdp,Boomers
Grenada,1991,female,35-54,low_population,low_suicides,low_hdi,medium_gdp,Boomers
Grenada,1991,female,5-14,low_population,low_suicides,low_hdi,medium_gdp,Millenials
Grenada,1991,female,55-74,low_population,low_suicides,low_hdi,medium_gdp,Silent
Grenada,1991,female,75+,low_population,low_suicides,low_hdi,medium_gdp,G.I. Generation
Grenada,1991,male,15-24,low_population,low_suicides,low_hdi,medium_gdp,Generation X
Grenada,1991,male,25-34,low_population,low_suicides,low_hdi,medium_gdp,Boomers
Grenada,1991,male,35-54,low_population,low_suicides,low_hdi,medium_gdp,Boomers
