country,year,sex,age,population,suicides/100k pop,HDI for year,gdp_per_capita ($),generation
Guyana,2008,female,35-54,low_population,medium_suicides,low_hdi,low_gdp,Boomers
Guyana,2008,female,25-34,low_population,medium_suicides,low_hdi,low_gdp,Generation X
Guyana,2008,female,5-14,low_population,medium_suicides,low_hdi,low_gdp,Generation Z
Guyana,2008,male,5-14,low_population,low_suicides,low_hdi,low_gdp,Generation Z
Guyana,2009,male,35-54,low_population,high_suicides,low_hdi,low_gdp,Boomers
Guyana,2009,male,25-34,low_population,high_suicides,low_hdi,low_gdp,Generation X
Guyana,2009,male,55-74,low_population,high_suicides,low_hdi,low_gdp,Silent
Guyana,2009,male,75+,low_population,high_suicides,low_hdi,low_gdp,Silent
Guyana,2009,male,15-24,low_population,high_suicides,low_hdi,low_gdp,Millenials
Guyana,2009,female,15-24,low_population,high_suicides,low_hdi,low_gdp,Millenials
Guyana,2009,female,35-54,low_population,high_suicides,low_hdi,low_gdp,Boomers
Guyana,2009,female,75+,low_population,medium_suicides,low_hdi,low_gdp,Silent
Guyana,2009,female,25-34,low_population,medium_suicides,low_hdi,low_gdp,Generation X
Guyana,2009,female,55-74,low_population,medium_suicides,low_hdi,low_gdp,Silent
Guyana,2009,female,5-14,low_population,medium_suicides,low_hdi,low_gdp,Generation Z
Guyana,2009,male,5-14,low_population,medium_suicides,low_hdi,low_gdp,Generation Z
Guyana,2010,male,75+,low_population,high_suicides,low_hdi,low_gdp,Silent
Guyana,2010,male,35-54,low_population,high_suicides,low_hdi,low_gdp,Generation X
Guyana,2010,male,25-34,low_population,high_suicides,low_hdi,low_gdp,Generation X
Guyana,2010,male,15-24,low_population,high_suicides,low_hdi,low_gdp,Millenials
Guyana,2010,male,55-74,low_population,high_suicides,low_hdi,low_gdp,Silent
Guyana,2010,female,15-24,low_population,high_suicides,low_hdi,low_gdp,Millenials
Guyana,2010,female,25-34,low_population,high_suicides,low_hdi,low_gdp,Generation X
Guyana,2010,female,55-74,low_population,medium_suicides,low_hdi,low_gdp,Silent
Guyana,2010,female,35-54,low_population,medium_suicides,low_hdi,low_gdp,Generation X
Guyana,2010,female,5-14,low_population,medium_suicides,low_hdi,low_gdp,Generation Z
Guyana,2010,male,5-14,low_population,medium_suicides,low_hdi,low_gdp,Generation Z
Guyana,2010,female,75+,low_population,low_suicides,low_hdi,low_gdp,Silent
Guyana,2011,male,35-54,low_population,high_suicides,low_hdi,medium_gdp,Generation X
Guyana,2011,male,25-34,low_population,high_suicides,low_hdi,medium_gdp,Millenials
Guyana,2011,male,55-74,low_population,high_suicides,low_hdi,medium_gdp,Boomers
Guyana,2011,male,15-24,low_population,high_suicides,low_hdi,medium_gdp,Millenials
Guyana,2011,male,75+,low_population,high_suicides,low_hdi,medium_gdp,Silent
Guyana,2011,female,35-54,low_population,medium_suicides,low_hdi,medium_gdp,Generation X
Guyana,2011,female,75+,low_population,medium_suicides,low_hdi,medium_gdp,Silent
Guyana,2011,female,15-24,low_population,medium_suicides,low_hdi,medium_gdp,Millenials
Guyana,2011,female,25-34,low_population,medium_suicides,low_hdi,medium_gdp,Millenials
Guyana,2011,female,55-74,low_population,medium_suicides,low_hdi,medium_gdp,Boomers
Guyana,2011,female,5-14,low_population,medium_suicides,low_hdi,medium_gdp,Generation Z
Guyana,2011,male,5-14,low_population,medium_suicides,low_hdi,medium_gdp,Generation Z
Guyana,2012,male,35-54,low_population,high_suicides,low_hdi,medium_gdp,Generation X
Guyana,2012,male,55-74,low_population,high_suicides,low_hdi,medium_gdp,Boomers
Guyana,2012,male,75+,low_population,high_suicides,low_hdi,medium_gdp,Silent
Guyana,2012,male,25-34,low_population,high_suicides,low_hdi,medium_gdp,Millenials
Guyana,2012,male,15-24,low_population,high_suicides,low_hdi,medium_gdp,Millenials
Guyana,2012,female,25-34,low_population,high_suicides,low_hdi,medium_gdp,Millenials
Guyana,2012,female,35-54,low_population,high_suicides,low_hdi,medium_gdp,Generation X
Guyana,2012,female,15-24,low_population,high_suicides,low_hdi,medium_gdp,Millenials
Guyana,2012,female,55-74,low_population,medium_suicides,low_hdi,medium_gdp,Boomers
Guyana,2012,male,5-14,low_population,medium_suicides,low_hdi,medium_gdp,Generation Z
Guyana,2012,female,5-14,low_population,medium_suicides,low_hdi,medium_gdp,Generation Z
Guyana,2012,female,75+,low_population,low_suicides,low_hdi,medium_gdp,Silent
Guyana,2013,male,25-34,low_population,high_suicides,low_hdi,medium_gdp,Millenials
Guyana,2013,male,35-54,low_population,high_suicides,low_hdi,medium_gdp,Generation X
Guyana,2013,male,55-74,low_population,high_suicides,low_hdi,medium_gdp,Boomers
Guyana,2013,male,15-24,low_population,high_suicides,low_hdi,medium_gdp,Millenials
Guyana,2013,female,15-24,low_population,high_suicides,low_hdi,medium_gdp,Millenials
Guyana,2013,male,75+,low_population,high_suicides,low_hdi,medium_gdp,Silent
Guyana,2013,female,35-54,low_population,medium_suicides,low_hdi,medium_gdp,Generation X
Guyana,2013,female,55-74,low_population,medium_suicides,low_hdi,medium_gdp,Boomers
Guyana,2013,female,25-34,low_population,medium_suicides,low_hdi,medium_gdp,Millenials
Guyana,2013,female,5-14,low_population,medium_suicides,low_hdi,medium_gdp,Generation Z
Guyana,2013,male,5-14,low_population,medium_suicides,low_hdi,medium_gdp,Generation Z
Guyana,2013,female,75+,low_population,low_suicides,low_hdi,medium_gdp,Silent
Hungary,1991,male,75+,medium_population,high_suicides,low_hdi,medium_gdp,G.I. Generation
Hungary,1991,male,35-54,medium_population,high_suicides,low_hdi,medium_gdp,Boomers
Hungary,1991,male,55-74,medium_population,high_suicides,low_hdi,medium_gdp,Silent
Hungary,1991,female,75+,medium_population,high_suicides,low_hdi,medium_gdp,G.I. Generation
Hungary,1991,male,25-34,medium_population,high_suicides,low_hdi,medium_gdp,Boomers
Hungary,1991,female,55-74,medium_population,high_suicides,low_hdi,medium_gdp,Silent
Hungary,1991,female,35-54,high_population,high_suicides,low_hdi,medium_gdp,Boomers
Hungary,1991,male,15-24,medium_population,high_suicides,low_hdi,medium_gdp,Generation X
Hungary,1991,female,25-34,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Hungary,1991,female,15-24,medium_population,medium_suicides,low_hdi,medium_gdp,Generation X
Hungary,1991,male,5-14,medium_population,medium_suicides,low_hdi,medium_gdp,Millenials
Hungary,1991,female,5-14,medium_population,low_suicides,low_hdi,medium_gdp,Millenials
Hungary,1992,male,75+,medium_population,high_suicides,low_hdi,medium_gdp,G.I. Generation
Hungary,1992,male,35-54,medium_population,high_suicides,low_hdi,medium_gdp,Boomers
Hungary,1992,male,55-74,medium_population,high_suicides,low_hdi,medium_gdp,Silent
Hungary,1992,female,75+,medium_population,high_suicides,low_hdi,medium_gdp,G.I. Generation
Hungary,1992,male,25-34,medium_population,high_suicides,low_hdi,medium_gdp,Boomers
Hungary,1992,female,55-74,medium_population,high_suicides,low_hdi,medium_gdp,Silent
Hungary,1992,male,15-24,medium_population,high_suicides,low_hdi,medium_gdp,Generation X
Hungary,1992,female,35-54,high_population,high_suicides,low_hdi,medium_gdp,Boomers
Hungary,1992,female,25-34,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Hungary,1992,female,15-24,medium_population,medium_suicides,low_hdi,medium_gdp,Generation X
Hungary,1992,male,5-14,medium_population,medium_suicides,low_hdi,medium_gdp,Millenials
Hungary,1992,female,5-14,medium_population,low_suicides,low_hdi,medium_gdp,Millenials
Hungary,1993,male,75+,medium_population,high_suicides,low_hdi,medium_gdp,G.I. Generation
Hungary,1993,male,55-74,medium_population,high_suicides,low_hdi,medium_gdp,Silent
Hungary,1993,male,35-54,medium_population,high_suicides,low_hdi,medium_gdp,Boomers
Hungary,1993,female,75+,medium_population,high_suicides,low_hdi,medium_gdp,G.I. Generation
Hungary,1993,male,25-34,medium_population,high_suicides,low_hdi,medium_gdp,Boomers
Hungary,1993,female,55-74,medium_population,high_suicides,low_hdi,medium_gdp,Silent
Hungary,1993,female,35-54,high_population,high_suicides,low_hdi,medium_gdp,Boomers
Hungary,1993,male,15-24,medium_population,high_suicides,low_hdi,medium_gdp,Generation X
Hungary,1993,female,25-34,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Hungary,1993,female,15-24,medium_population,medium_suicides,low_hdi,medium_gdp,Generation X
Hungary,1993,male,5-14,medium_population,medium_suicides,low_hdi,medium_gdp,Millenials
Hungary,1993,female,5-14,medium_population,low_suicides,low_hdi,medium_gdp,Millenials
