country,year,sex,age,population,suicides/100k pop,HDI for year,gdp_per_capita ($),generation
Czech Republic,2015,male,15-24,medium_population,medium_suicides,low_hdi,medium_gdp,Millenials
Czech Republic,2015,female,75+,medium_population,medium_suicides,low_hdi,medium_gdp,Silent
Czech Republic,2015,female,55-74,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Czech Republic,2015,female,35-54,high_population,medium_suicides,low_hdi,medium_gdp,Generation X
Czech Republic,2015,female,15-24,medium_population,medium_suicides,low_hdi,medium_gdp,Millenials
Czech Republic,2015,female,25-34,medium_population,medium_suicides,low_hdi,medium_gdp,Millenials
Czech Republic,2015,female,5-14,medium_population,medium_suicides,low_hdi,medium_gdp,Generation Z
Czech Republic,2015,male,5-14,medium_population,low_suicides,low_hdi,medium_gdp,Generation Z
Czech Republic,2016,male,75+,medium_population,high_suicides,low_hdi,medium_gdp,Silent
Czech Republic,2016,male,55-74,medium_population,high_suicides,low_hdi,medium_gdp,Boomers
Czech Republic,2016,male,35-54,high_population,high_suicides,low_hdi,medium_gdp,Generation X
Czech Republic,2016,male,25-34,medium_population,high_suicides,low_hdi,medium_gdp,Millenials
Czech Republic,2016,male,15-24,medium_population,medium_suicides,low_hdi,medium_gdp,Millenials
Czech Republic,2016,female,55-74,medium_population,medium_suicides,low_hdi,medium_gdp,Boomers
Czech Republic,2016,female,35-54,high_population,medium_suicides,low_hdi,medium_gdp,Generation X
Czech Republic,2016,female,75+,medium_population,medium_suicides,low_hdi,medium_gdp,Silent
Czech Republic,2016,female,25-34,medium_population,medium_suicides,low_hdi,medium_gdp,Millenials
Czech Republic,2016,female,15-24,medium_population,medium_suicides,low_hdi,medium_gdp,Millenials
Denmark,1994,male,75+,medium_population,high_suicides,low_hdi,high_gdp,G.I. Generation
Denmark,1994,male,55-74,medium_population,high_suicides,low_hdi,high_gdp,Silent
Denmark,1994,male,35-54,medium_population,high_suicides,low_hdi,high_gdp,Boomers
Denmark,1994,female,75+,medium_population,high_suicides,low_hdi,high_gdp,G.I. Generation
Denmark,1994,male,25-34,medium_population,high_suicides,low_hdi,high_gdp,Boomers
Denmark,1994,female,55-74,medium_population,high_suicides,low_hdi,high_gdp,Silent
